Index_Id,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
157, on 09/10/15 17:43 PM (PDT),A. Wrobel ,2015 Audi Q5 Diesel TDI Premium Plus quattro 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A),Audacious Audi," The vehicle at this point (4K miles) exceeds my expectations ! The drive is excellent and the interior technology is well crafted and fun. My take on the car is that I've purchased an SUV, with all the advantages of cargo space, passenger room etc.,that performs like a sports car. The panoramic roof is fantastic, I love that feature. But most of all I like the power and stability of the ride on the open road. In fact my favorite moments are merely cruising along the highway and just reveling at the quiet, yet powerful nature of its ride.",5
158, on 07/28/15 21:46 PM (PDT),Rick Delzer ,2015 Audi Q5 Diesel TDI Premium Plus quattro 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A),NOT COOL IN THE DESERT!!, The sunroof is so hot. The shade doesn't stop the heat from your head and the AC does not cool the cab to comfort. Bad AC!! Shame on you Audi. I expected better for what we paid.,4
159, on 06/27/15 00:07 AM (PDT),bad103 ,2015 Audi Q5 Diesel TDI Premium Plus quattro 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A),Brakes Screech known issue with no resolution," The brakes have been screeching since 5,000 miles.  Called Audi Care and representative said it is a known issue with no remedy.  I will never buy or lease another Audi.  Horrible product and response from Audi.  I cannot wait for my lease to ends.  Do not purchase or lease this vehicle.",3.25
160, on 06/10/17 15:05 PM (PDT),Rob Rolley ,2013 Audi Q5 SUV 3.0T Premium Plus quattro 4dr SUV AWD (3.0L 6cyl S/C 8A),Q5 3.0, Just bought a 2013 Audi Q5 3.0.  Great to drive and lots of power.  Has all the luxury items and is very fun and good looking.  Only issue is backup camera which is not working properly - will come on sometimes for a second but then shuts off.  We'll see how the dealer will handle.,5
161, on 01/23/17 15:46 PM (PST),Penelope Luedtke ,2013 Audi Q5 SUV 2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),New to me - I love it!," UPDATE - I've had my Audi for 13 months now and I still love it. I just took it to the beach for a trip with my (adult) kids. We crammed her full that's for sure, but even with the extra weight she had some get up and go. She handles lovely around the windy road corners. Things I notice this time of year are: she's quick to defrost, the seat warmers are a godsend, she heats up nicely - gets toasty warm inside. Gas mileage is great. She's easy to park. I also love the seat memory button so I can get her right back to my favorite after valet drivers move the seat.I have only had this car since 12/28, but three weeks in and I can tell you it's a much nicer ride than my old Highlander. The cabin feels a lot smaller, but the car is much smaller than what I had before.  The responsiveness is awesome. And can I just tell you, the automatic downhill assist saved my life? We had a huge snow storm here and I live at the bottom of a serious hill; downhill assist got me home safely. It kind of takes over the braking and all you have to do is steer. Made me feel much safer driving in snowy conditions. When I can get new tires I'll bet it will be even better!  All in all I'm really happy I bought this car.",5
162, on 01/28/16 10:11 AM (PST),sco stu ,2013 Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),2013 audi q5 3.0t premium plus s-line, Great vehicle.  0 issues since we bought the Q5.  Purchased used from dealership with 12000 miles.  Audi service has been outstanding.Came prepaid with scheduled maintainence plan from previous owners... Thank You!Wife primary driver and commutes many miles for work.2 young children are the occupants for the rear seats.  Forward and rear facing child seats fit no problem.Only complaint is MMI.  And why is there not a separate (lone) button to control fan speed for HVAC?!,5
163, on 08/14/15 12:12 PM (PDT),JPH ,2013 Audi Q5 SUV 3.0T Premium Plus quattro 4dr SUV AWD (3.0L 6cyl S/C 8A),2013 Audi Q5 3.0T Premium Plus S-line," Currently at 24,000 miles with  no problems (knock on wood). The car is a great blend of luxury, performance, Audi & S-line styling, and daily function. The attention to fit and finish really delivers a first-class roomy/quiet driving experience. I previously owned a Q5 2.0T. I was really surprised  at the difference in the 3.0T engine - SO satisfying! While the 2.0T is an excellent engine, I did notice some turbo-lag. A five-time winner of Ward's 10 best engines, the 3.0L TFSI supercharged V-6 brings joyful acceleration with a flat-torque line (272 hp @ 4,780 rpm; 295 lb-ft; 0-60: 5.8 sec) – it really inspires! The 8-speed Tiptronic transmission is silky smooth. Panoramic sunroof 14-speaker B&O sound & rear view camera  are all very nice. Four passengers fit very comfortably; though five is a bit squeeze. Ample cargo space; we have no trouble loading up for camping trips - You can fit a couple mountain bikes in the rear, but the best option is a hitch or roof carrier. With 50/50 city/highway driving using premium 93 Shell V-power, my Q5 is gets 20-22 mpg. All highway definitely better; recent 600 mile trip managed 30 mpg.",5
164, on 08/04/13 08:57 AM (PDT),khl ,2013 Audi Q5 SUV 3.0T Premium Plus quattro 4dr SUV AWD (3.0L 6cyl S/C 8A),3.0T Premium Plus S-Line," Excellent balance of luxury and performance. Surprisingly roomy in passenger compartment and trunk despite small footprint of vehicle. For premium price of q5, missing some features I had on previous car (see below in suggested improvements). MMI despite improved, still makes it cumbersome to change radio station. No preset buttons means having to scroll on MMI controller or scroll wheel on the steering wheel. Two memory seat positions but still requires you to manually adjust steering wheel each time you change drivers. The panoramic moonroof affords lots of light and view. Drives and handles superbly with the S-Line package. The flat-bottom steering wheel looks and feels great.",4.625
165, on 06/17/13 08:33 AM (PDT),bkholay ,2013 Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),2013 Audi Q5 2.0 - Good so far," Have owned it for over a month now. The quality of interior and exterior is very good. The turbo responds well . I like the paddle shifters and the ability to temporarily switch to manual from automatic by using the paddle shifters when you need that extra power. The car is very easy to handle and responds well. But I am disappointed by the mpg. I am supposed to get 20/28 but I am getting 17 with 25% freeway / 75% city combination . I was hoping to get 21/22 at a minimum . I use premium gas (93) and I have already tried 3 different gas stations ( Exxon, Mobil, Sams). Do difference so far. I sold my MDX that was giving me 15 mpg for (25% freeway / 75% city combination ) and now I get 17 :( .",4.375
166, on 04/17/13 08:42 AM (PDT),db703 ,2013 Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Great Vehicle in all ways but one," I purchased the 2013 Premium-Plus in October, 2012 and now have ten thousand miles and can give an objective overview.Love the vehicle, the fit and finish is exceptional.It's quiet, quick, nimble and tight when driving.The suspension is quite nice, not to rough and no bounce whatsoever.The only complaint is that the multimedia system is dated for a 2013 model, especially in this class segment. ",4.75
167, on 04/10/13 07:50 AM (PDT),nhislop ,2013 Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Nice Car," Bought the 2.0T Premium Plus, with Navigation, 19"" wheels and B+O Stereo in December 2012. The Edmunds review is dead on - this is a well-built, agile and luxurious car. I have a few nit-picks : the MMI system has a number of quirks - for example, upon startup, the car will reset the volume level (even if previously muted) and revert music playback to the beginning of the track that was playing when you parked, as opposed to the point in the track where you left off , which seems pointless to me;also, the gas mileage has been less than the EPA figures (but I suppose many cars share that trait).That being said, the joy of driving makes up forthese grumbles.",4.375
168, on 01/20/13 14:07 PM (PST),zunoto ,2013 Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),2013 Q5 2.0T Quattro," Bought it December 28, 2012. convenience package. Amazing car, i do not miss my last two 4Runners(03,11), love to drive that Crossover, great look, gas mileage is decent (91, 93), tiptronic is so cool, fun driving on manual or automatic sport or just D. Came with Michelin tires, do not have nav but the screen for radio and blue tooth is the same look and size.Heated leather seat. takes time to know all the set up inside the car, just be patient you are in a Audi. Now i don't mind beeing stuck in traffic:)",4.75
169, on 02/19/18 11:04 AM (PST),Mark ,2010 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),2010 Auid Q5 Quattro Premium 3.2 V6," This is by far the best car I have ever owned. My previous car was a Land Rover LR2 which had the best ride of any car even better than the Audi. However i love the Audi. great gas mileage, lots of power and it is very reliable. Have had it for one year and bought it at 90k miles, it now has 104k miles. The only issue that I have had is the Panoramic sunroof fabric shade. I retracted it all the way and now it is stuck there. I guess what happens is the strips glued on to the underside of the fabric that the retracting motor uses to retract it, came unglued.  It is something that I will fix myself since have that ability and there is a good youtube video for it. But if you are considering buying a used Audi Q5 go for it, itis an excellent car!",4
170, on 01/19/17 12:30 PM (PST),Beegee ,2010 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),Car I s good but repair is expensive, I Wii prefer to buy any Japanese car instead of German car.,3
171, on 10/14/16 08:43 AM (PDT),Jack Irwin ,2010 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),$ Bang for your Buck $," I've owned and sold several Audi Q5's over the years.  I think the 2010 model type is one of the most dependable and overall well rounded versions of this car available.  the newer smaller displacement, forced induction engines with he 8speed transmission are nice, and the gas millage is better but the reliability is worrisome and costly.  Of course you should purchase ANY luxury/GERMAN vehicle with concerns regarding maintenance and price, because it will happen eventual on any make/model at any time.  Having said that, Audi's are by far the best value in class.  they are more sporty than their counterparts with a younger more sleek feeling.  The 2010 Q5 drive smooth and easy at low speeds, and is tight and responsive at high speeds.  the car feels as good to drive as it looks going down the road for thousands less than its competitors, or a new model for that matter.  buy one with a few miles for under 20K and you will have a good car for years to come, so long as you get the maintenance plan as well! very well put together, inside and out.",5
